,content,label
1516,"['happy', 'friday', 'catch', 'us', 'want', 'chat']",Positive
1517,"['cause', 'u', 'know', 'ur', 'wrong', 'fuck', 'idiot']",Positive
1518,"['could', 'snap', 'head']",Negative
1519,['sell'],Negative
1520,"['need', 'big', 'cuddle', 'lew', 'kiss', 'face', 'want', 'go']",Negative
1521,"['come', 'ubericecream', 'car', 'london', 'summer']",Negative
1522,"['nice', 'convo', 'like', 'normal', 'person', 'instead', 'post', 'u', 'feel', 'close', 'twitter', 'friends']",Positive
1523,['know'],Positive
1524,"['need', 'special', 'medicine', 'son', 's', 'kidney', 'can', 't', 'afford', 'buy', 'printer', 'ink', 'last', 'week']",Negative
1525,"['awh', 'what', 's', 'chance', 'u', 'zante', 'need', 'something', 'x']",Negative
1526,"['feel', 'pain', 'like', 'welsh', 'pod']",Negative
1527,"['maaaaaay', 'pre', 'ordered', 'd']",Positive
1528,"['party', 'goodbye', 'stage']",Negative
1529,['rude'],Negative
1530,['look'],Negative
1531,['done'],Positive
1532,"['almost', 'done', 'master', 'sword', 'd', 'princess', 'zelda']",Positive
1533,"['love', 'feel', 'emm', 'think']",Negative
1534,['brilliant'],Positive
1535,"['collecting', 'five', 'teal', 'card', 'time', 'get', 'prize', 'make', 'sad', 'sect', 'tennunb']",Negative
1536,"['poor', 'baby', 'sick', 'concept', 'swallow', 'snot', 'choke']",Negative
1537,"['love', 'much', 'beli', 'eve', 'wi', 'll', 'follow', 'please', 'follow', 'please', 'justi', 'n', 'x']",Negative
1538,"['clown', 'i', 'm', 'scar', 'clown', 'tho', 'think', 'they', 're', 'stupid', 'bcs', 'dont', 'know', 'put', 'lipstick']",Negative
1539,"['ty', 'followfriday', 'top', 'influencers', 'community', 'week']",Positive
1540,['hallo'],Positive
1541,"['lmao', 'catch', 'point', 'watch', 'weekly', 'i', 'll', 'ok', 'make', 'there', 's', 'eps']",Negative
1542,"['soon', 'forget', 'people', 'pta']",Positive
1543,"['snapchat', 'shirleycam', 'snapchat', 'hornykik', 'dmme', 'kikchat', 'selfie', 'amazon', 'phonesex']",Negative
1544,"['stop', 'get', 'hate', 'whatever', 'kind', 'is', 'he', 'make', 'mistake', 'understand', 'stop']",Positive
1545,"['thanks', 'd']",Positive
1546,"['sadly', 'can', 't', 'see', 'grade', 'yet', 'bc', 'hold', 'order', 'rizal', 'lib']",Negative
1547,"['drama', 'korea', 'day']",Positive
1548,"['lyin', 'lmao']",Negative
1549,"['awww', 'thank']",Positive
1550,"['we', 're', 'sorry', 'hear', 'try', 'following', 'step', 'let', 'us', 'know', 'get']",Negative
1551,"['hi', 'jack', 'best', 'thing', 'would', 'call']",Positive
1552,"['guy', 'buy', 'u', 'water', 'u', 'can', 't', 'drink', 'u', 'watch', 'cup', 'like', 'hawk', 'transfer', 'bartender', 'u']",Negative
1553,"['come', 'crash', 'hurt', 'inside']",Negative
1554,"['yeah', 'guess', 'much', 'hope', 'decide', 'play', 'nicely']",Negative
1555,"['last', 'day', 'indiana']",Negative
1556,"['larry', 'real']",Positive
1557,['done'],Positive
1558,"['spotify', 'save', 'day', 'traffic']",Positive
1559,['fback'],Positive
1560,"['tack', 'd']",Positive
1561,"['pcy', 'mine']",Negative
1562,['thanks'],Positive
1563,"['dude', 'i', 'm', 'scar', 'lol']",Negative
1564,"['hey', 'babe', 'come', 'across', 'pic', 'cant', 'read', 'hindi']",Negative
1565,"['lol', 'get', 'split', 'hard', 'lol', 'single', 'single', 'split', 'collat', 'spilt', 'single', 'single', 'spilt', 'single', 'split', 'single', 'single', 'collat']",Negative
1566,"['coffees', 'bad', 'either']",Positive
1567,"['straight', 'elw', 'least', 'mesh', 'beyt', 'a', 'ad']",Negative
1568,"['spent', 'whole', 'day', 'watch', 'video', 'aldub', 'ang', 'cute', 'nila', 'ship']",Negative
1569,"['wonderful', 'news', 'best', 'luck', 'x', 'shame', 'i', 'll', 'miss']",Negative
1570,"['view', 'property', 'agent', 'say', 'kitchen', 'need', 'attention', 'like', 'accurate', 'description']",Positive
1571,"['hello', 'get', 'youth', 'job', 'opportunities', 'follow']",Positive
1572,"['come', 'crash', 'hurt', 'inside']",Negative
1573,"['thank', 'lovely', 'weekend', 'xx']",Positive
1574,"['followfriday', 'top', 'new', 'follower', 'community', 'week']",Positive
1575,"['gonna', 'longggg', 'night']",Negative
1576,['drink'],Positive
1577,"['hi', 'see', 'u', 'like', 'fourfiveseconds', 'think', 'u', 'might', 'like', 'deaf', 'ears', 'plz', 'let', 'know', 'u', 'think']",Positive
1578,"['i', 'm', 'miss', 'game', 'they', 'd', 'good', 'show', 'late']",Negative
1579,"['annyeong', 'oppa', 'i', 'm', 'indonesian', 'elf', 'i', 'm', 'happy', 'u', 'follback', 'please', 'first', 'follower', 'd']",Positive
1580,"['wish', 'go', 'taylor', 'swift']",Negative
1581,"['morning', 'hope', 'keep', 'well', 'got', 'anything', 'nice', 'plan', 'weekend', 'thanks', 'follow', 'well']",Positive
1582,"['love', 'u', 'fuck', 'know']",Negative
1583,"['idk', 'bc', 'money', 'leave']",Negative
1584,"['cheers', 'pete', 'listen', 'late']",Positive
1585,"['bank', 'credit', 'department', 'bad', 'enough', 'anz', 'go', 'extreme', 'offshoring', 'absolutely', 'classic', 'gottolovebanks']",Positive
1586,"['i', 've', 'support', 'since', 'audition', 'american', 'idol', 'ugh', 'still', 'notice']",Negative
1587,"['great', 'work', 'ryan', 'super', 'tidy', 'dm', 'us', 'size', 'address', 'post', 'hagergang', 't', 'shirt', 'd']",Positive
1588,"['day', 'mess']",Negative
1589,"['opportune', 'time', 'collapse', 'chaotic', 'cosas', 'note', 'alliteration']",Positive
1590,"['gud', 'night']",Positive
1591,"['stats', 'week', 'arrive', 'new', 'follower', 'unfollowers', 'via']",Positive
1592,"['saw', 'adf', 'womad', 'gran', 'canaria', 'yr', 'ago', 'best', 'gig', 'ever', 'crazy', 'time']",Positive
1593,"['climatechange', 'cc', 'abrupt', 'climate', 'change', 'may', 'doom', 'mammoth', 'megafauna', 'sc', 'uniteblue', 'tcot']",Negative
1594,"['want', 'sleep', 'tired']",Negative
1595,"['u', 'gray', 's', 'followk', 'omg', 'hard', 'days', 'u', 'know']",Negative
1596,"['hugs', 'really', 'wish', 'could', 'love', 'miss']",Negative
1597,"['i', 'm', 'bore']",Negative
1598,[],Positive
1599,['know'],Negative
1600,['sick'],Negative
1601,"['hate', 'jong', 'dongwoo', 'photocards', 'i', 've', 'get', 'wh', 'dw', 'sj']",Negative
1602,"['reject', 'section', 'uk', 'govt', 'e', 'petitions', 'site', 'die']",Negative
1603,"['u', 'forsake', 'run', 'gf']",Negative
1604,"['middle', 'figure', 'choreo', 'next', 'time', 'girl']",Negative
1605,"['client', 'amends', 'edit', 'final', 'final', 'final', 'pdf', 'morning']",Positive
1606,"['followed', 'thanks', 'please', 'followed']",Negative
1607,"['think', 'today', 'pizza', 'day', 'sadly', 'none', 'manager', 'usually', 'buy']",Negative
1608,"['can', 't', 'fall', 'back', 'asleep']",Negative
1609,"['knee', 'replacement', 'get', 'day', 'ouch']",Negative
1610,"['makesme', 'happy', 'see', 'keep', 'smile', 'love', 'u']",Positive
1611,"['follow', 'follow', 'u', 'back']",Positive
1612,"['ah', 'guy', 'know', 'thing', 'weather', 'set', 'sleep', 'responsibility']",Negative
1613,['chick'],Positive
1614,"['fuck', 'texting', 'funny', 'dude', 'dudettes', 'costs', 'flippin', 'fortune', 'i', 'm', 'divinediscontent', 'amnotness']",Positive
1615,"['go', 'indian', 'politics', 'every', 'one', 'blaming', 'year', 'still', 'represent', 'school', 'life']",Negative
1616,"['get', 'mine', 'saturday']",Positive
1617,"['climatechange', 'cc', 'california', 's', 'powerful', 'influential', 'air', 'pollution', 'watchdog', 'califor', 'uniteblue', 'tcot']",Negative
1618,"['omg', 'i', 'd', 'facetime', 'juliana', 'rn', 'phone']",Negative
1619,"['thanks', 'link', 'x']",Positive
1620,['okay'],Negative
1621,"['cotton', 'candy', 'favourite', 'time', 'stock']",Negative
1622,"['give', 'work', 'old', 'staff', 'come', 'police', 'late', 'court', 'look', 'another', 'job', 'bye', 'bye']",Negative
1623,"['take', 'ice', 'creamist', 'pleaseeeee']",Negative
1624,"['every', 'day', 'shud', 'begin']",Positive
1625,"['thanks', 'everyone', 'come', 'show', 'tip']",Positive
1626,"['thank', 'take', 'time', 'tweet', 'us', 'annabel', 'we', 'll', 'pas', 'london', 'bridge', 'team']",Positive
1627,"['i', 'm', 'play', 'brain', 'dots', 'braindots']",Positive
1628,"['something', 'get', 'friday', 'great', 'start', 'great', 'day', 'mclaren', 'fridayfeeling', 'tgif']",Positive
1629,"['thanks', 'make', 'day', 'let', 's', 'organise', 'meeting', 'soon', 'base', 'london']",Positive
1630,"['remember', 'gaon', 'bad', 'infnt', 'eligible', 'apink', 'acube', 'why', 'd', 'u']",Negative
1631,"['hey', 'bud', 'christy', 'really', 'sick', 'can', 't', 'leave', 'home', 'xo', 'thanks', 'man']",Negative
1632,['find'],Negative
1633,"['try', 'keep', 'house', 'used', 'buy', 'truckloads', 'miss', 'favour']",Negative
1634,"['think', 'find', 'someone', 'hard', 'find', 'try', 'make', 'stay', 'hard', 'imintoher']",Negative
1635,"['spam', 'folder', 'wow', 'win', 'huge', 'amount', 'need', 'travel', 'nigeria', 'claim']",Positive
1636,"['bless', 'friday']",Positive
1637,"['climatechange', 'cc', 'australia', 's', 'dirtiest', 'power', 'station', 'considers', 'clean', 'energy', 'biomass', 'uniteblue', 'tcot']",Negative
1638,"['lose', 'us', 'friend', 'one', 'start', 'argument']",Negative
1639,"['play', 'dota', 'd']",Positive
1640,"['real', 'measure', 'man', 'wealth', 'invest', 'eternity']",Positive
1641,"['want', 'yongbe', 'green', 'suede', 'supreme', 'hat']",Negative
1642,"['bed', 'best', 'couple', 'ever']",Positive
1643,"['hi', 'bam', 'follow', 'bestfriend', 'love', 'lot', 'see', 'warsaw', 'love', 'x']",Positive
1644,"['one', 'year', 'late', 'even', 'meet']",Negative
1645,"['love', 'love', 'love']",Positive
1646,[],Negative
1647,"['that', 's', 'ok', 'laiten', 'that', 's', 'interesting', 'would', 'able', 'tell', 'us', 'card', 'look', 'like']",Positive
1648,['free'],Positive
1649,"['live', 'summer', 'd']",Positive
1650,"['awww', 'mean', 'make', 'sad', 'mike']",Negative
1651,"['fucjikg', 'disgusting']",Negative
1652,"['make', 'alive', 'make', 'suffer', 'make', 'feel', 'addictive', 'song', 'always', 'sing', 'karaoke']",Positive
1653,"['stats', 'week', 'arrive', 'new', 'follower', 'unfollowers', 'via']",Positive
1654,"['pick', 'please', 'employers']",Positive
1655,"['forklift', 'warehouse', 'worker', 'get', 'fridayfeeling']",Positive
1656,"['cant', 'stand', 'see', 'tito', 'titas', 'cry', 'please', 'pray', 'cousin', 'he', 's', 'critical', 'condition', 'right']",Negative
1657,"['i', 'm', 'inactive', 'wanna', 'cry']",Negative
1658,"['maybe', 'issue', 'end', 'sure', 'i', 'll', 'shoot', 'email', 'right', 'away']",Positive
1659,"['many', 'thing', 'happen', 'tomorrow', 'aaaahh', 'wanna', 'gooooo']",Negative
1660,"['nobody', 'go']",Negative
1661,"['given', 'kepler', 'b', 'distance', 'propose', 'far', 'away', 'suitable', 'name', 'perhaps', 'fan', 'comment', 'suggest', 'alternative']",Positive
1662,['uk'],Positive
1663,"['exactly', 'look', 'go', 'd']",Positive
1664,"['thank', 'much']",Positive
1665,"['swag', 'd']",Positive
1666,"['waste', 'cherry', 'bakewell']",Negative
1667,"['niece', 'good', 'summer']",Negative
1668,"['need', 'hug']",Negative
1669,"['follow', 'follow', 'u', 'back']",Positive
1670,"['frozen', 'bagus', 'emang']",Negative
1671,"['hi', 'want', 'free', 'guide', 'use', 'zonzofox', 'app', 'use', 'link', 'nice', 'stay']",Positive
1672,"['back', 'fah', 'mine']",Negative
1673,"['wish', 'could', 'see', 'ben']",Negative
1674,"['catch', 'online', 'long', 'enough', 'haha', 'he', 's', 'annoy']",Negative
1675,"['good', 'even', 'good', 'see', 'around', 'yep', 'way', 'live', 'freedom', 'pistols', 'good', 'move']",Positive
1676,"['followed', 'thanks', 'please', 'followed']",Negative
1677,"['thats', 'push', 'emoji', 'give', 'sony', 'five']",Negative
1678,"['want', 'big', 'hug', 'want', 'sweet', 'smile', 'want', 'warm', 'eye', 'since', 'moment', 'can', 't']",Negative
1679,"['know', 'name', 'particularly', 'striking', 'happy', 'day']",Positive
1680,['thank'],Positive
1681,"['tombow', 'abt', 'arrive']",Positive
1682,"['haaretz', 'israel', 'syria', 'continue', 'develop', 'chemical', 'weapon', 'official', 'tell', 'wsj', 'wsj', 'rep', 'uniteblue', 'tcot']",Negative
1683,"['hey', 'who', 's']",Positive
1684,"['r', 'old', 'woman', 'hot']",Negative
1685,"['good', 'night', 'everyone']",Positive
1686,"['followed', 'thanks', 'please', 'followed']",Negative
1687,"['love', 'much', 'beli', 'eve', 'wi', 'll', 'follow', 'please', 'follow', 'please', 'justi', 'n', 'x']",Negative
1688,"['immature', 'love', 'say', 'love', 'need', 'mature', 'love', 'say', 'need', 'love', 'gandhi']",Positive
1689,"['look', 'like', 'customer', 'must', 'regular', 'reader', 'good', 'luck', 'webtogsawards']",Positive
1690,"['stack', 'm', 'lady', 'j', 'j', 'm']",Negative
1691,['thank'],Positive
1692,"['follow', 'follow', 'u', 'back']",Positive
1693,"['hope', 'okay', 'super', 'big', 'smile', 'hug']",Positive
1694,"['abp', 'news', 'ka', 'article', 'read', 'kiya', 'd', 'bajrangibhaijaanhighestweek']",Positive
1695,"['physiotherapy', 'friday', 'hashtag', 'today', 'custom']",Positive
1696,"['thanks', 'going', 'take', 'time', 'create', 'shortlist', 'much', 'appreciate']",Positive
1697,"['i', 'm', 'ready', 'work', 'yet']",Negative
1698,"['ago', 'hogo', 'vishaya', 'adu', 'bjp', 'madatte', 'anta', 'vishwas', 'ne', 'illa']",Negative
1699,"['ah', 'dude']",Negative
1700,"['luv', 'ur', 'avi']",Positive
1701,[],Positive
1702,"['i', 'm', 'still', 'awake']",Negative
1703,"['i', 've', 'never', 'seen', 'felt', 'snow']",Negative
1704,"['yet', 'mate']",Negative
1705,"['angry', 'grandpa', 'plays', 'minecraft', 'animation', 'minecraft', 'click', 'aqui', 'd']",Positive
1706,"['math', 'test', 'result']",Negative
1707,['follow'],Negative
1708,"['would', 'know', 'huh', 'look', 'mirror', 'every', 'day']",Positive
1709,['neeeeeeeeeeeeeeeeein'],Negative
1710,"['three', 'refresh', 'cocktail', 'even', 'hotter', 'summer', 'one', 'suit', 'londoutrading', 'cocktails']",Positive
1711,"['shame', 'like', 'k']",Negative
1712,"['friend', 'respect', 'life', 'i', 'm', 'sorry']",Negative
1713,"['siannn', 'march']",Negative
1714,"['wait', 'bro']",Positive
1715,['love'],Positive
1716,"['lamo', 'first', 'fangirl', 'hard', 'i', 'd', 'love', 'share', 'platonic', 'pic', 'd', 'know', 'science']",Positive
1717,"['i', 'm', 'friend', 'cousin', 'karen', 'gunderson', 'watch', 'europa', 'report', 'thoroughly', 'impressed', 'wanted', 'say', 'great', 'script']",Positive
1718,"['i', 'm', 'appreciate', 'body', 'feed', 'need']",Positive
1719,"['interesting', 'i', 've', 'never', 'heard', 'reading', 'temporal', 'void', 'atm', 'stem', 'sf', 'need']",Positive
1720,"['dat', 'fun', 'last']",Negative
1721,"['rly', 'sad', 'rush', 'last', 'time', 'would', 'see', 'everyone']",Negative
1722,"['follow', 'follow', 'u', 'back']",Positive
1723,"['hi', 'sweetan', 'best', 'ask', 'great', 'day', 'fun', 'filming']",Positive
1724,['today'],Negative
1725,"['thanks', 'guy', 'fun', 'another']",Positive
1726,"['basically', 'nutshell', 'take', 'letshavecocktailsafternuclai']",Positive
1727,"['we', 're', 'go', 'cable', 'car', 'brother', 'get', 'scared', 'want']",Negative
1728,"['startup', 'community', 'tropic', 'geeks', 'beach', 'startupph']",Positive
1729,"['welcome', 'hope', 'help']",Positive
1730,"['human', 'like', 'eat', 'many', 'taco', 'mexico', 'taco', 'best', 'thing', 'country', 'viva', 'm', 'xico', 'd']",Positive
1731,"['u', 'feel', 'exo']",Negative
1732,['fback'],Positive
1733,"['welcome', 'when', 's', 'next', 'meet']",Positive
1734,"['hello', 'offer', 'internship', 'luxuous', 'hotel', 'worldwide', 'sure', 'find', 'one']",Positive
1735,"['rain', 'today', 'boo']",Negative
1736,"['long', 'us']",Negative
1737,"['tell', 'survive', 'live', 'alone', 'rest', 'life', 'can', 't', 'even', 'leave', 'alone', 'day']",Negative
1738,"['good', 'night', 'lovely', 'hope', 'peaceful', 'night', 'rest', 'feel', 'refresh', 'wake', 'sweet', 'dream']",Positive
1739,"['fallout', 'get', 'see', 'glowing', 'sea', 'technically', 'fallout', 'play', 'see', 'd']",Positive
1740,"['fine', 'day']",Positive
1741,"['hey', 'r', 'u', 'camera', 'cuz', 'everytime', 'look', 'u', 'smile', 'liveonstreamate']",Positive
1742,"['lot', 'good', 'comic', 'event', 'seem', 'kid', 'part', 'schools', 'program']",Negative
1743,"['yeah', 'think']",Negative
1744,"['hi', 'look', 'tourist', 'info', 'get', 'application', 'zonzofox', 'click', 'link', 'bye']",Positive
1745,"['want', 'go', 'back', 'apb', 'college']",Negative
1746,"['jokingly', 'say', 'seriousness']",Negative
1747,"['see', 'log', 'game', 'morning', 'always', 'remember', 'trip', 'bbb']",Positive
1748,"['im', 'dying', 'laughter', 'bc', 'dad', 'keep', 'play', 'pou', 'change', 'voice']",Negative
1749,"['seungchan', 'cant', 'get', 'aigooo', 'riri']",Negative
1750,"['fact', 'bro']",Negative
1751,"['go', 'home', 'tomorrow']",Negative
1752,"['okay', 'love', 'ask']",Positive
1753,"['never', 'see', 'calibraskaep']",Negative
1754,"['ps', 'still', 'good', 'i', 'd', 'say', 'keep', 'use', 'keep', 'though', 'choice']",Positive
1755,"['hour', 'enough']",Negative
1756,"['id', 'like', 'think', 'people', 'know']",Positive
1757,"['oh', 'dang', 'zen', 'look', 'outside', 'space', 'neat']",Positive
1758,"['yeah', 'i', 've', 'see', 'something', 'tinder', 'fb', 'root', 'woman', 'frustrate', 'awkward']",Negative
1759,"['haha', 'hope', 'get', 'work', 'tho', 'bout', 'quit', 'p']",Positive
1760,"['feel', 'stupid', 'can', 't', 'seem', 'grasp', 'basic', 'digital', 'painting', 'nothing', 'i', 've', 'research', 'help']",Negative
1761,"['can', 't', 'feel', 'tomorrow']",Negative
1762,"['haha', 'feel', 'maybe', 'that', 's', 'd']",Positive
1763,"['bantime', 'fail', 'ban']",Positive
1764,"['awesome', 'driver', 'lilydale', 'fss', 'give', 'man', 'raise', 'magicalmysterytour']",Positive
1765,['nice'],Positive
1766,"['justinbieber', 'bet', 'friend', 'follow', 'chelny', 'end', 'month', 'disappoint']",Negative
1767,"['definitely', 'good', 'news', 'consultant']",Positive
1768,"['wtf', 'stereo', 'kick']",Negative
1769,"['thanks', 'mommy', 'teret', 'potassium', 'rehydrate', 'drinkitallup', 'thirstquencher']",Positive
1770,"['already', 'miss', 'much']",Negative
1771,"['hello', 'get', 'youth', 'job', 'opportunities', 'follow']",Positive
1772,"['congratulate', 'friend', 'graduation', 'lose', 'plot', 'd']",Positive
1773,"['thx', 'tobi', 'bro', 'd']",Positive
1774,"['happy', 'birthday']",Positive
1775,"['looks', 'like', 'dog', 'food', 'ugh']",Negative
1776,"['fuck', 'u', 'neil', 'u', 'ruin']",Negative
1777,"['home', 'gg']",Negative
1778,"['arummzz', 'let', 's', 'go', 'i', 'll', 'drive', 'p', 'traveling', 'traveler', 'yogyakarta', 'jeep', 'indonesia', 'instamood']",Positive
1779,"['mean', 'new', 'nex', 'still', 'safe', 'gwd', 'd']",Positive
1780,"['lovely', 'coffee']",Positive
1781,"['enjoy', 'cute', 'baby', 'panda']",Positive
1782,"['okayy', 'd']",Positive
1783,"['mcountdown', 'pre', 'voting', 'begin', 'th', 'place']",Negative
1784,['cute'],Negative
1785,"['fave', 'unfollows']",Negative
1786,"['want', 'elevate', 'position', 'want', 'promotion', 'want', 'favor', 'god', 'favor', 'men']",Positive
1787,"['sometimes', 'hate', 'heart', 'want', 'something']",Negative
1788,"['data', 'deplete', 'wish', 'could', 'come', 'back', 'say', 'i', 'm', 'sorry', 'mbasa', 'joke', 'i', 'm', 'still']",Negative
1789,"['ah', 'keep', 'goin', 'sweety', 'big', 'hug', 'x']",Positive
1790,"['definitely', 'post', 'blog', 'elaborate', 'project', 'thing', 'never']",Positive
1791,"['omg', 'miss']",Negative
1792,"['great', 'justice', 'also', 'text', 'adventure', 'd']",Positive
1793,"['nakaka', 'beastmode', 'lose', 'id']",Negative
1794,['yun'],Positive
1795,"['last', 'full', 'night', 'greece', 'opus', 'inner', 'pleasure']",Negative
1796,"['havent', 'see', 'early']",Negative
1797,"['smile', 'every', 'day']",Positive
1798,"['cause', 'problem', 'discuss', 'thing', 'know', 'p']",Positive
1799,"['bye', 'wellington', 'awesome', 'hope', 'meet']",Positive
1800,"['ksoo', 'make', 'emo']",Negative
1801,['anyway'],Positive
1802,"['drew', 'aleks', 'd']",Positive
1803,"['finished', 'development', 'test', 'spain', 'next', 'official', 'test', 'excite', 'season']",Positive
1804,['situate'],Positive
1805,"['true', 'change', 'tnc', 'without', 'prior', 'notification', 'could', 'use', 'last', 'night']",Positive
1806,"['look', 'solid']",Positive
1807,"['thank', 'liam', 'year']",Positive
1808,"['thanks', 'follow', 'get', 'touch', 'like', 'info', 'project', 'youth', 'org', 'uk']",Positive
1809,"['ah', 'mince']",Negative
1810,"['tf', 'get', 'photoshop', 'flash', 'non', 'trial', 'version']",Negative
1811,"['yeah', 'exactly']",Positive
1812,"['i', 'm', 'frustrate', 'plank', 'time', 'super', 'inconsistent', 'idea', 'i', 'm', 'wrong']",Negative
1813,"['thanks', 'lisa']",Positive
1814,"['ha', 'chainsaw', 'p']",Positive
1815,"['tud', 'jst', 'd']",Positive
1816,"['ito', 'ding', 'late', 'full', 'album', 'th', 'full', 'album', 'last', 'full', 'album', 'nila', 'wave']",Positive
1817,"['love', 'much', 'beli', 'eve', 'wi', 'll', 'follow', 'please', 'follow', 'please', 'justi', 'n', 'x']",Negative
1818,['rettweet'],Positive
1819,"['sad', 'puppy', 'eye']",Negative
1820,"['thanks', 'iceland', 'amaze', 'crazy', 'landscape', 'hope', 'get', 'soon']",Positive
1821,"['miss', 'al', 'katie', 'zaz', 'amy', 'lot']",Negative
1822,"['can', 't', 'retweet', 'stuff']",Negative
1823,"['follow', 'follow', 'back', 'mention']",Positive
1824,"['thank', 'im', 'glad', 'part']",Positive
1825,"['can', 't', 'find', 'kam', 's', 'twitter', 'wanna', 'greet', 'happy', 'birthday', 'help', 'meeee', 'please']",Negative
1826,"['face', 'time']",Positive
1827,"['followed', 'thanks', 'please', 'followed']",Negative
1828,"['life', 'cannot', 'give', 'joy', 'unless', 'really', 'life', 'give', 'time', 'space', 'fill']",Positive
1829,"['cusp', 'test', 'water', 'hope', 'reward']",Positive
1830,"['buy', 'something', 'drink', 'cause', 'nothing']",Negative
1831,"['release', 'online', 'album', 'know']",Negative
1832,"['ha', 'mistake', 'thanks', 'point']",Positive
1833,"['that', 's', 'like', 'hear', 'lots', 'bubble', 'please', 'quacketyquack']",Positive
1834,"['finally', 'get', 'bed', 'good', 'night', 'tweeties']",Positive
1835,"['miss', 'tom', 'felton']",Negative
1836,"['really', 'like', 'interaction', 'sunny', 'offer', 'help', 'dongsaeng', 'chorong', 'friendship', 'among', 'idol']",Positive
1837,"['friday', 'd']",Positive
1838,"['right', 'back', 'atchya', 'great', 'day', 'everyone']",Positive
1839,"['another', 'amazing', 'video', 'kev', 'proud', 'wonderful', 'support', 'wonderful', 'person']",Positive
1840,['thank'],Positive
1841,"['browse', 'funny', 'fact', 'bore']",Positive
1842,"['hello', 'get', 'youth', 'job', 'opportunities', 'follow']",Positive
1843,"['morning', 'babe']",Positive
1844,"['fnaf', 'come', 'holiday']",Negative
1845,"['get', 'regular']",Negative
1846,"['yippeee', 'hope', 'little', 'one', 'enjoy', 'scrummy', 'recipe']",Positive
1847,"['please', 'love']",Negative
1848,"['wow', 'finally', 'aku', 'bakal', 'liat', 'kak', 'merry', 'di', 'tv', 'first', 'time', 'd']",Positive
1849,"['love', 'matter']",Positive
1850,"['love', 'lymond', 'philippa', 'someone', 'who', 's', 'bit', 'like', 'philippa', 'novel', 'like']",Positive
1851,"['mca', 'money', 'tell', 'story']",Positive
1852,"['esnho', 'node', 'advanced', 'directx', 'shading', 'workshop', 'p', 'uploaded', 'remove']",Negative
1853,"['treat', 'two', 'different', 'thing', 'equal', 'form', 'injustice', 'feminism', 'ineedfeminismbecause', 'actually', 'p']",Positive
1854,"['miss', 'already']",Negative
1855,"['na', 'gi', 'guilty', 'akooooooooooooooo', 'imveryverysorry', 'mistake']",Negative
1856,[],Negative
1857,"['like', 'u']",Positive
1858,"['followed', 'thanks', 'please', 'followed']",Negative
1859,"['fuckkk', 'wednesday']",Negative
1860,"['please', 'enjoy', 'clip', 'lose', 'shit', 'cypher']",Positive
1861,"['looking', 'forward', 'always', 'love', 'giggle', 'loop', 'two', 'great', 'act']",Positive
1862,"['keep', 'fighting', 'want', 'kunoriforceo', 'ceo', 'month']",Positive
1863,"['always', 'welcome', 'dear', 'good', 'afternoon']",Positive
1864,"['win', 'bob']",Positive
1865,"['cant', 'find']",Negative
1866,"['woah', 'big', 'plan', 'good', 'luck']",Positive
1867,"['throat', 'hurt', 'like', 'hell', 'nw']",Negative
1868,"['selamat', 'sore', 'like', 'model']",Positive
1869,"['happy', 'friday', 'everyone', 'i', 'm', 'pm', 'answer', 'query', 'great', 'day', 'abby']",Positive
1870,"['shaved', 'hair', 'feel', 'like', 'gotta', 'shave', 'beard', 'bit', 'nooooope']",Negative
1871,"['select', 'others', 'get']",Positive
1872,"['sudden', 'mood', 'dump']",Negative
1873,"['happy', 'friday']",Positive
1874,"['say', 'something', 'i', 'm', 'give', 'i', 'm', 'sorry', 'get', 'd']",Positive
1875,"['hoping', 'real', 'zayniscomingbackonjuly']",Negative
1876,"['stage', 'time', 'portsmouth', 'live', 'x']",Positive
1877,"['fulfil', 'fantasy']",Positive
1878,"['new', 'disneyinfinity', 'starwars', 'character', 'look', 'amazing', 'preorder', 'starter', 'pack', 'store', 'today', 'd']",Positive
1879,"['wanna', 'see', 'face', 'miss', 'much', 'year', 'hopefully']",Negative
1880,"['hello', 'get', 'youth', 'job', 'opportunities', 'follow']",Positive
1881,"['happy', 'birthday', 'buddy', 'd']",Positive
1882,"['anyone', 'give', 'money', 'train', 'see', 'today']",Negative
1883,"['snapchat', 'lisaherring', 'snapchat', 'snapchatme', 'porn', 'like', 'like', 'skype', 'repost', 'hotgirls']",Negative
1884,"['nice', 'rainy', 'walk', 'work', 'stopped', 'look', 'rain', 'river', 'saw', 'kingfisher']",Positive
1885,"['miss', 'den']",Negative
1886,"['oh', 'terrible']",Negative
1887,"['raining', 'today', 'gym']",Negative
1888,"['absolutely', 'gutted', 'james', 'bay', 'ticket', 'sell', 'manchester']",Negative
1889,"['go', 'die', 'i', 'm', 'sorry']",Negative
1890,"['great', 'incentive', 'get', 'kid', 'eat', 'fruit', 'veges']",Positive
1891,"['miss', 'netball']",Negative
1892,"['four', 'shift', 'leave', 'heart', 'break']",Negative
1893,['hays'],Negative
1894,"['faggot', 'poor', 'english', 'teacher']",Negative
1895,"['nice', 'person', 'idk', 'anybody', 'would', 'say']",Negative
1896,"['welcome', 'aboard', 'matt', 'thanks', 'feedback']",Positive
1897,"['wish', 'friend', 'play', 'league']",Negative
1898,"['congrads', 'better', 'update', 'page', 'accomplishment', 'keep']",Positive
1899,"['wanna', 'cuddle', 'pilllow']",Negative
